0	0.00	1
0	0.00	51
0	0.00	101
0	0.00	153
0	0.00	203
0	0.00	254
0	0.00	304
0	0.00	354
0	0.00	405
0	0.00	456
0	0.00	507
0	0.00	557
0	0.00	608
0	0.00	658
0	0.00	710
0	0.00	760
0	0.00	810
0	0.00	861
0	0.00	911
0	0.00	962
-5	0.00	1013
2	300.00	1064
2	300.00	1114
-5	300.00	1165
0	0.00	1215
0	0.00	1267
0	0.00	1317
0	0.00	1368
0	0.00	1418
0	0.00	1469
0	0.00	1520
0	0.00	1571
0	0.00	1621
0	0.00	1671
0	0.00	1722
-5	0.00	1772
2	300.00	1824
-5	300.00	1874
0	0.00	1925
0	0.00	1975
0	0.00	2026
0	0.00	2077
0	0.00	2128
0	0.00	2178
0	0.00	2229
0	0.00	2279
0	0.00	2331
0	0.00	2381
0	0.00	2432
0	0.00	2482
0	0.00	2533
0	0.00	2583
0	0.00	2635
-2	-300.00	2685
-2	-300.00	2736
0	0.00	2786
0	0.00	2837
0	0.00	2888
0	0.00	2939
0	0.00	2989
-5	0.00	3040
2	300.00	3090
2	300.00	3142
2	300.00	3192
0	0.00	3243
0	0.00	3293
0	0.00	3344
-2	-300.00	3394
-2	-300.00	3446
-2	-300.00	3497
0	0.00	3547
0	0.00	3598
0	0.00	3648
0	0.00	3700
0	0.00	3750
2	300.00	3801
2	300.00	3851
2	300.00	3902
0	0.00	3953
0	0.00	4004
0	0.00	4054
0	0.00	4105
0	0.00	4155
0	0.00	4207
-2	-300.00	4257
-2	-300.00	4308
-2	-300.00	4358
0	0.00	4409
0	0.00	4459
0	0.00	4511
0	0.00	4561
0	0.00	4612
0	0.00	4662
2	300.00	4713
2	300.00	4764
2	300.00	4815
0	0.00	4866
0	0.00	4916
-1	-150.00	4967
-2	-300.00	5018
-2	-300.00	5069
-1	-150.00	5119
0	0.00	5170
0	0.00	5220
0	0.00	5271
0	0.00	5322
2	300.00	5373
2	300.00	5424
1	150.00	5474
0	0.00	5525
0	0.00	5576
0	0.00	5627
0	0.00	5677
0	0.00	5727
0	0.00	5778
0	0.00	5829
0	0.00	5880
0	0.00	5930
0	0.00	5981
0	0.00	6031
0	0.00	6082
0	0.00	6133
-5	0.00	6184
-5	0.00	6234
-5	0.00	6285
-5	0.00	6335
-5	0.00	6386
-5	0.00	6437
-5	0.00	6487
-5	0.00	6537
-5	0.00	6588
-5	0.00	6639
-5	0.00	6690
-5	0.00	6740
-5	0.00	6790
-5	0.00	6841
-5	0.00	6891
-5	0.00	6943
-5	0.00	6993
-5	0.00	7043
-5	0.00	7094
-5	0.00	7144
-5	0.00	7195
-5	0.00	7246
-5	0.00	7296
-5	0.00	7347
-5	0.00	7397
-5	0.00	7447
-5	0.00	7499
-5	0.00	7549
-5	0.00	7600
-5	0.00	7650
-5	0.00	7700
-5	0.00	7752
-5	0.00	7802
-5	0.00	7853
-5	0.00	7903
-5	0.00	7953
-5	0.00	8005
-5	0.00	8055
-5	0.00	8105
-5	0.00	8156
-5	0.00	8206
-5	0.00	8257
-5	0.00	8308
-5	0.00	8358
-5	0.00	8409
-5	0.00	8459
-5	0.00	8510
-5	0.00	8561
-5	0.00	8611
-5	0.00	8662
-5	0.00	8712
-5	0.00	8763
-5	0.00	8813
-5	0.00	8864
-5	0.00	8915
-5	0.00	8965
-5	0.00	9015
-5	0.00	9066
-5	0.00	9117
-5	0.00	9168
